id_llar,pes_llar,membres_llar,tipus_llar,unitats_consum,renda_total,renda_pobresa,risc_pobresa,carencia_material,regim_tinenca,temperatura_adequada,despeses_habitatge,quota_hipotecaria,retards_hipoteca_lloguer,retards_factures,bo_social,afrontar_imprevistos,arribar_final_mes,any_construccio,millores_energetiques,rao_no_millora,no_temperatura_adequada,te_retards,vulnerabilitat_basica
8718,3,3,11.0,2.0,119087.7,119087.7,No,No,Propietat amb hipoteca,Sí,552.52,900.0,No,No,No,Sí,Amb facilitat,5.0,4.0,4.0,0.0,0,0
8719,6,1,2.0,1.0,27406.6,27406.6,No,Sí,Lloguer a preu de mercat,No,846.55,,Sí,Sí,No,No,Amb molta dificultat,5.0,4.0,,1.0,1,1
8720,6,4,12.0,2.1,39277.6,39277.6,No,No,Propietat sense hipoteca,Sí,248.64,,,No,No,Sí,Amb molta facilitat,5.0,5.0,,0.0,0,0
8721,5,1,5.0,1.0,474.9,474.9,Sí,No,Propietat sense hipoteca,Sí,192.31,,,No,No,Sí,Amb facilitat,2.0,5.0,,0.0,0,1
8722,6,2,7.0,1.5,35234.8,35234.8,No,No,Propietat sense hipoteca,Sí,325.18,,,No,No,Sí,Amb facilitat,7.0,5.0,,0.0,0,0
8723,6,3,11.0,2.0,50609.3,50609.3,No,No,Propietat sense hipoteca,Sí,309.69,,,No,No,Sí,Amb certa facilitat,4.0,1.0,,0.0,0,0
8725,5,2,8.0,1.5,21816.0,21816.0,No,No,Lloguer a preu de mercat,Sí,1170.43,,No,No,No,No,Amb molta dificultat,3.0,4.0,,0.0,0,0
8726,5,1,2.0,1.0,16811.4,16811.4,No,No,Cessió gratuïta,Sí,137.66,,,,No,No,Amb molta dificultat,4.0,4.0,,0.0,0,0
8727,5,3,10.0,1.8,26792.21,26792.21,No,No,Lloguer inferior al mercat,No,517.1,,No,No,No,No,Amb certa dificultat,4.0,4.0,,1.0,0,1
8728,5,2,8.0,1.5,38040.7,38040.7,No,No,Propietat sense hipoteca,No,342.0,,,No,No,No,Amb certa dificultat,4.0,4.0,2.0,1.0,0,1
8729,4,1,6.0,1.0,29464.93,29464.93,No,No,Propietat sense hipoteca,Sí,303.96,,,No,No,No,Amb certa dificultat,3.0,1.0,,0.0,0,0
8730,3,2,8.0,1.5,35774.9,35774.9,No,No,Propietat amb hipoteca,Sí,374.85,565.0,No,No,No,No,Amb molta dificultat,4.0,4.0,2.0,0.0,0,0
8731,3,2,7.0,1.5,28457.8,28457.8,No,No,Propietat sense hipoteca,Sí,343.23,,,No,No,Sí,Amb facilitat,4.0,1.0,,0.0,0,0
8733,6,2,7.0,1.5,47192.56,47192.56,No,No,Propietat sense hipoteca,Sí,157.7,,,No,No,No,Amb certa dificultat,,5.0,,0.0,0,0
8734,4,3,11.0,1.8,78646.9,78646.9,No,No,Lloguer inferior al mercat,Sí,596.75,,No,No,No,Sí,Amb facilitat,3.0,3.0,,0.0,0,0
8735,5,2,7.0,1.5,37864.0,37864.0,No,No,Propietat sense hipoteca,Sí,275.33,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
8736,4,2,7.0,1.5,32334.3,32334.3,No,No,Propietat sense hipoteca,Sí,472.18,,,No,No,Sí,Amb certa facilitat,4.0,1.0,,0.0,0,0
8737,6,2,8.0,1.5,47597.6,47597.6,No,No,Cessió gratuïta,Sí,28.66,,,,No,Sí,Amb facilitat,4.0,99.0,,0.0,0,0
8738,6,2,8.0,1.5,58935.9,58935.9,No,No,Propietat sense hipoteca,Sí,263.62,,,No,No,Sí,Amb molta facilitat,4.0,5.0,,0.0,0,0
8739,6,3,9.0,2.0,84231.9,84231.9,No,No,Propietat sense hipoteca,Sí,395.43,,,No,No,Sí,Amb molta facilitat,4.0,5.0,,0.0,0,0
8740,4,1,6.0,1.0,6074.6,6074.6,Sí,No,Propietat sense hipoteca,No,251.1,,,No,No,Sí,Amb certa facilitat,4.0,4.0,4.0,1.0,0,1
8741,6,4,12.0,2.1,86024.5,86024.5,No,No,Propietat sense hipoteca,Sí,255.6,,,No,No,Sí,Amb molta facilitat,4.0,2.0,,0.0,0,0
8742,6,2,7.0,1.5,43290.61,43290.61,No,No,Propietat sense hipoteca,Sí,507.69,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
8744,4,2,7.0,1.5,48799.9,48799.9,No,No,Propietat amb hipoteca,Sí,932.11,900.0,No,No,No,Sí,Amb facilitat,3.0,1.0,,0.0,0,0
8745,5,1,6.0,1.0,29102.2,29102.2,No,No,Propietat sense hipoteca,Sí,548.77,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
8746,6,4,9.0,2.5,96795.49,96795.49,No,No,Propietat amb hipoteca,Sí,1025.13,,No,No,No,Sí,Amb facilitat,4.0,3.0,,0.0,0,0
8747,5,2,8.0,1.5,92864.7,92864.7,No,No,Propietat amb hipoteca,Sí,797.87,1300.0,No,No,No,Sí,Amb facilitat,4.0,4.0,2.0,0.0,0,0
8748,5,1,6.0,1.0,5331.0,5331.0,Sí,No,Propietat sense hipoteca,Sí,269.27,,,No,No,Sí,Amb certa facilitat,7.0,4.0,2.0,0.0,0,1
8749,5,2,8.0,1.5,82155.91,82155.91,No,No,Propietat sense hipoteca,Sí,640.44,,,No,No,Sí,Amb molta facilitat,4.0,1.0,,0.0,0,0
8750,6,5,13.0,2.8,119547.8,119547.8,No,No,Propietat sense hipoteca,Sí,387.73,,,No,Sí,Sí,Amb molta facilitat,5.0,2.0,,0.0,0,0
8751,6,4,14.0,2.5,64969.23,64969.23,No,No,Propietat sense hipoteca,Sí,395.17,,,No,No,Sí,Amb molta facilitat,6.0,5.0,,0.0,0,0
8752,5,2,8.0,1.5,21140.1,21140.1,No,No,Propietat amb hipoteca,No,293.18,235.0,No,No,No,No,Amb certa dificultat,5.0,5.0,,1.0,0,1
8753,6,3,9.0,2.0,39610.3,39610.3,No,No,Propietat amb hipoteca,Sí,331.11,414.0,No,No,No,Sí,Amb dificultat,3.0,5.0,,0.0,0,0
8754,5,1,5.0,1.0,11708.4,11708.4,Sí,No,Propietat amb hipoteca,No,632.6,1500.0,No,No,No,No,Amb dificultat,4.0,4.0,1.0,1.0,0,1
8756,4,3,9.0,2.0,40106.5,40106.5,No,No,Propietat sense hipoteca,Sí,236.17,,,No,No,Sí,Amb certa dificultat,4.0,5.0,,0.0,0,0
8757,4,1,6.0,1.0,11504.9,11504.9,Sí,No,Cessió gratuïta,Sí,236.56,,,No,Sí,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,1
8758,6,4,12.0,2.5,172921.7,172921.7,No,No,Propietat amb hipoteca,Sí,668.17,1500.0,No,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
8759,4,4,14.0,2.5,20589.41,20589.41,Sí,No,Lloguer a preu de mercat,No,338.43,,No,No,No,Sí,Amb molta dificultat,5.0,5.0,,1.0,0,1
8760,5,4,14.0,2.5,101573.03,101573.03,No,No,Propietat sense hipoteca,Sí,293.89,,,No,No,Sí,Amb facilitat,4.0,2.0,,0.0,0,0
8761,6,5,14.0,2.8,82776.8,82776.8,No,No,Propietat sense hipoteca,Sí,492.04,,,No,Sí,Sí,Amb facilitat,5.0,3.0,,0.0,0,0
8762,6,2,7.0,1.5,49225.3,49225.3,No,No,Propietat sense hipoteca,Sí,113.77,,,No,No,No,Amb certa facilitat,4.0,4.0,2.0,0.0,0,0
8763,6,3,10.0,1.8,27254.2,27254.2,No,Sí,Propietat amb hipoteca,No,520.14,800.0,No,Sí,No,No,Amb molta dificultat,5.0,4.0,,1.0,1,1
8765,5,2,8.0,1.5,55913.9,55913.9,No,No,Propietat sense hipoteca,Sí,288.98,,,No,No,Sí,Amb certa facilitat,5.0,1.0,,0.0,0,0
8766,5,3,9.0,2.0,74263.0,74263.0,No,No,Propietat sense hipoteca,Sí,478.82,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
8767,5,2,7.0,1.5,25290.4,25290.4,No,No,Propietat sense hipoteca,Sí,282.52,,,No,No,Sí,Amb certa facilitat,5.0,1.0,,0.0,0,0
8768,6,5,13.0,3.0,57020.1,57020.1,No,No,Propietat amb hipoteca,Sí,507.1,700.0,No,No,Sí,Sí,Amb certa dificultat,5.0,4.0,,0.0,0,0
8769,4,5,13.0,2.4,110552.6,110552.6,No,No,Propietat sense hipoteca,Sí,415.36,,,No,Sí,Sí,Amb certa dificultat,5.0,1.0,,0.0,0,0
8770,5,4,12.0,2.1,32395.8,32395.8,No,No,Propietat amb hipoteca,Sí,292.46,510.0,No,No,No,No,Amb dificultat,4.0,5.0,,0.0,0,0
8771,5,3,9.0,2.0,38321.13,38321.13,No,No,Propietat sense hipoteca,Sí,440.62,,,No,No,No,Amb dificultat,4.0,4.0,2.0,0.0,0,0
8772,6,1,2.0,1.0,77365.8,77365.8,No,Sí,Propietat sense hipoteca,No,282.1,,No,No,No,No,Amb dificultat,3.0,5.0,,1.0,0,1
8774,6,4,12.0,2.1,104242.2,104242.2,No,No,Propietat sense hipoteca,Sí,467.94,,,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
8775,6,4,12.0,2.1,50987.1,50987.1,No,No,Propietat amb hipoteca,Sí,749.6,670.0,No,No,No,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,0
8776,5,6,13.0,2.9,20753.3,20753.3,Sí,No,Lloguer a preu de mercat,Sí,623.66,,No,No,No,No,Amb certa dificultat,2.0,4.0,,0.0,0,1
8777,6,4,12.0,2.1,75456.4,75456.4,No,No,Cessió gratuïta,Sí,303.46,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
8778,5,2,10.0,1.5,60030.9,60030.9,No,No,Propietat amb hipoteca,Sí,477.43,398.0,No,No,No,Sí,Amb molta facilitat,3.0,2.0,,0.0,0,0
8780,5,4,12.0,2.1,38582.2,38582.2,No,No,Propietat amb hipoteca,Sí,978.88,500.0,No,No,No,Sí,Amb certa facilitat,4.0,2.0,,0.0,0,0
8781,5,4,12.0,2.1,29451.2,29451.2,No,No,Lloguer inferior al mercat,Sí,670.77,,No,No,No,Sí,Amb facilitat,6.0,5.0,,0.0,0,0
8783,5,3,11.0,1.8,42055.2,42055.2,No,No,Lloguer a preu de mercat,Sí,757.39,,No,No,No,Sí,Amb certa facilitat,7.0,5.0,,0.0,0,0
8784,6,2,8.0,1.5,52005.8,52005.8,No,No,Propietat sense hipoteca,Sí,220.6,,,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
8787,6,1,5.0,1.0,30914.49,30914.49,No,No,Propietat amb hipoteca,Sí,516.17,540.0,No,No,No,Sí,Amb certa facilitat,7.0,4.0,2.0,0.0,0,0
8788,6,2,8.0,1.5,43282.8,43282.8,No,No,Propietat amb hipoteca,No,593.89,698.0,No,No,No,Sí,Amb certa facilitat,5.0,4.0,2.0,1.0,0,1
8789,6,1,6.0,1.0,53608.24,53608.24,No,No,Propietat sense hipoteca,Sí,294.37,,,No,No,Sí,Amb molta facilitat,5.0,1.0,,0.0,0,0
8790,6,4,12.0,2.5,58854.2,58854.2,No,No,Propietat sense hipoteca,Sí,399.89,,,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
8791,6,3,10.0,1.6,11027.69,11027.69,Sí,No,Propietat sense hipoteca,Sí,393.97,,,No,No,No,Amb dificultat,5.0,4.0,,0.0,0,1
8792,5,3,9.0,2.0,42355.5,42355.5,No,Sí,Lloguer a preu de mercat,No,1107.03,,No,No,No,No,Amb molta dificultat,5.0,4.0,,1.0,0,1
8793,5,4,12.0,2.5,98623.4,98623.4,No,No,Propietat amb hipoteca,Sí,624.17,629.0,No,No,No,Sí,Amb facilitat,8.0,,,0.0,0,0
8794,5,4,12.0,2.5,28546.4,28546.4,Sí,Sí,Lloguer inferior al mercat,No,724.05,,No,Sí,No,No,Amb molta dificultat,5.0,4.0,,1.0,1,1
8795,6,4,14.0,2.5,74633.3,74633.3,No,No,Propietat sense hipoteca,Sí,370.77,,,No,No,Sí,Amb certa dificultat,8.0,,,0.0,0,0
8796,6,2,8.0,1.5,47983.0,47983.0,No,No,Lloguer a preu de mercat,Sí,727.27,,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
8797,4,2,8.0,1.5,50362.8,50362.8,No,No,Propietat sense hipoteca,Sí,337.64,,,Sí,No,No,Amb certa dificultat,5.0,5.0,,0.0,1,1
8800,5,2,7.0,1.5,54308.1,54308.1,No,No,Propietat sense hipoteca,Sí,363.23,,,No,No,No,Amb certa facilitat,4.0,4.0,2.0,0.0,0,0
8801,6,2,8.0,1.5,62572.1,62572.1,No,No,Propietat sense hipoteca,Sí,390.02,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
8802,6,2,8.0,1.5,49931.77,49931.77,No,No,Propietat sense hipoteca,Sí,275.59,,,No,No,Sí,Amb facilitat,4.0,4.0,2.0,0.0,0,0
8803,6,4,14.0,2.5,71455.9,71455.9,No,No,Propietat sense hipoteca,Sí,442.6,,,No,No,Sí,Amb certa facilitat,4.0,4.0,2.0,0.0,0,0
8804,6,3,11.0,1.8,78230.6,78230.6,No,No,Propietat sense hipoteca,Sí,374.89,,,No,No,Sí,Amb molta facilitat,4.0,4.0,1.0,0.0,0,0
8805,5,3,11.0,2.0,63022.2,63022.2,No,No,Propietat sense hipoteca,Sí,375.93,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
8806,5,2,8.0,1.5,57797.5,57797.5,No,No,Propietat sense hipoteca,Sí,384.35,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
8807,6,3,9.0,2.0,102165.3,102165.3,No,No,Propietat sense hipoteca,Sí,435.93,,,No,No,Sí,Amb molta facilitat,4.0,4.0,1.0,0.0,0,0
8808,5,2,8.0,1.5,47272.8,47272.8,No,No,Lloguer a preu de mercat,Sí,1063.64,,No,No,No,No,Amb facilitat,4.0,4.0,,0.0,0,0
8810,6,5,13.0,2.4,65952.4,65952.4,No,No,Propietat amb hipoteca,Sí,542.02,706.0,No,No,Sí,Sí,Amb facilitat,7.0,5.0,,0.0,0,0
8811,5,2,10.0,1.3,27915.5,27915.5,No,No,Propietat sense hipoteca,Sí,410.22,,,No,No,Sí,Amb certa facilitat,6.0,5.0,,0.0,0,0
8812,5,4,12.0,2.1,33208.9,33208.9,No,No,Lloguer inferior al mercat,Sí,1068.16,,No,No,No,No,Amb dificultat,6.0,5.0,,0.0,0,0
8813,4,4,12.0,2.1,44068.2,44068.2,No,No,Propietat amb hipoteca,Sí,982.19,1098.0,No,No,No,Sí,Amb certa dificultat,5.0,2.0,,0.0,0,0
8814,6,2,8.0,1.5,86850.6,86850.6,No,No,Propietat amb hipoteca,Sí,782.02,1150.0,No,No,No,Sí,Amb certa facilitat,6.0,5.0,,0.0,0,0
8815,5,4,12.0,2.1,51781.7,51781.7,No,No,Lloguer a preu de mercat,Sí,967.03,,No,No,No,Sí,Amb certa dificultat,5.0,4.0,,0.0,0,0
8816,6,5,14.0,2.8,59898.4,59898.4,No,No,Lloguer a preu de mercat,No,813.64,,No,No,No,No,Amb certa facilitat,3.0,5.0,,1.0,0,1
8817,4,2,8.0,1.5,27712.54,27712.54,No,No,Lloguer a preu de mercat,Sí,658.31,,No,Sí,No,No,Amb molta dificultat,4.0,4.0,,0.0,1,1
8819,5,3,9.0,2.0,52466.3,52466.3,No,No,Propietat sense hipoteca,Sí,184.52,,,No,No,Sí,Amb certa facilitat,3.0,1.0,,0.0,0,0
8820,4,1,3.0,1.0,7225.1,7225.1,Sí,No,Propietat sense hipoteca,Sí,157.64,,,Sí,No,No,Amb dificultat,2.0,4.0,5.0,0.0,1,1
8821,3,4,9.0,2.5,125617.2,125617.2,No,No,Propietat sense hipoteca,Sí,384.06,,,No,No,Sí,Amb certa facilitat,4.0,4.0,5.0,0.0,0,0
8822,5,1,6.0,1.0,12277.2,12277.2,No,Sí,Propietat sense hipoteca,No,104.39,,,No,No,No,Amb dificultat,,1.0,,1.0,0,1
8824,4,1,6.0,1.0,17146.47,17146.47,No,No,Propietat sense hipoteca,Sí,236.33,,,No,No,Sí,Amb certa dificultat,2.0,4.0,2.0,0.0,0,0
8825,5,5,13.0,2.8,22695.3,22695.3,Sí,No,Lloguer a preu de mercat,Sí,871.96,,No,No,No,No,Amb molta dificultat,,99.0,,0.0,0,1
8826,5,3,9.0,2.0,53186.3,53186.3,No,No,Propietat sense hipoteca,Sí,286.61,,,No,No,Sí,Amb certa dificultat,4.0,4.0,2.0,0.0,0,0
8827,6,3,9.0,2.0,104714.23,104714.23,No,No,Propietat sense hipoteca,Sí,375.52,,,No,No,Sí,Amb molta facilitat,4.0,4.0,5.0,0.0,0,0
8828,6,4,9.0,2.5,52756.1,52756.1,No,No,Propietat sense hipoteca,Sí,453.45,,,No,No,No,Amb certa dificultat,3.0,1.0,,0.0,0,0
8829,6,1,5.0,1.0,49442.5,49442.5,No,No,Propietat sense hipoteca,Sí,295.14,,,No,No,Sí,Amb facilitat,3.0,4.0,5.0,0.0,0,0
8830,6,2,7.0,1.5,62355.5,62355.5,No,No,Propietat sense hipoteca,Sí,480.66,,No,No,No,Sí,Amb facilitat,3.0,1.0,,0.0,0,0
8831,5,3,11.0,1.8,76961.84,76961.84,No,No,Lloguer a preu de mercat,Sí,1285.64,,No,No,No,Sí,Amb certa facilitat,3.0,4.0,,0.0,0,0
8832,5,1,2.0,1.0,5139.3,5139.3,Sí,No,Propietat amb hipoteca,Sí,793.8,833.0,No,No,No,No,Amb certa dificultat,3.0,5.0,,0.0,0,1
8833,6,1,3.0,1.0,2318.3,2318.3,Sí,No,Propietat sense hipoteca,Sí,254.06,,,No,No,Sí,Amb molta dificultat,3.0,5.0,,0.0,0,1
8834,5,4,12.0,2.1,62747.1,62747.1,No,No,Propietat amb hipoteca,Sí,478.29,757.0,No,No,No,Sí,Amb facilitat,3.0,4.0,,0.0,0,0
8835,5,2,8.0,1.5,28418.6,28418.6,No,No,Lloguer a preu de mercat,No,,,No,No,No,Sí,Amb certa dificultat,3.0,1.0,,1.0,0,1
8836,5,3,9.0,2.0,95732.78,95732.78,No,No,Propietat sense hipoteca,Sí,204.27,,,No,No,Sí,Amb molta facilitat,3.0,5.0,,0.0,0,0
8837,5,1,2.0,1.0,14765.8,14765.8,No,No,Lloguer a preu de mercat,Sí,682.96,,No,No,No,Sí,Amb facilitat,,5.0,,0.0,0,0
8838,5,1,5.0,1.0,16129.49,16129.49,No,No,Propietat amb hipoteca,Sí,429.98,467.0,No,No,No,Sí,Amb certa facilitat,5.0,,,0.0,0,0
8839,4,2,8.0,1.5,40352.5,40352.5,No,No,Lloguer a preu de mercat,Sí,1113.64,,No,No,No,Sí,Amb certa dificultat,6.0,5.0,,0.0,0,0
8840,4,5,13.0,3.0,79865.6,79865.6,No,No,Propietat amb hipoteca,Sí,738.18,1148.0,No,No,Sí,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
8841,3,1,5.0,1.0,21078.5,21078.5,No,No,Lloguer a preu de mercat,No,526.14,,No,No,No,No,Amb certa dificultat,3.0,4.0,,1.0,0,1
8843,3,2,7.0,1.5,18115.5,18115.5,Sí,No,Propietat sense hipoteca,Sí,291.14,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,1
8844,4,2,8.0,1.5,53614.1,53614.1,No,No,Propietat sense hipoteca,Sí,227.6,,,No,No,Sí,Amb facilitat,3.0,4.0,2.0,0.0,0,0
8845,5,2,8.0,1.5,46836.1,46836.1,No,No,Propietat sense hipoteca,Sí,199.47,,,No,No,Sí,Amb certa facilitat,3.0,4.0,4.0,0.0,0,0
8846,4,3,9.0,2.0,39030.6,39030.6,No,No,Propietat sense hipoteca,Sí,299.04,,,No,No,No,Amb dificultat,3.0,1.0,,0.0,0,0
8847,4,4,12.0,2.5,27225.3,27225.3,Sí,Sí,Lloguer inferior al mercat,No,1117.96,,No,No,No,No,Amb molta dificultat,3.0,4.0,,1.0,0,1
8848,5,2,7.0,1.5,74867.2,74867.2,No,No,Propietat sense hipoteca,Sí,201.89,,,No,No,Sí,Amb facilitat,3.0,2.0,,0.0,0,0
8849,5,2,7.0,1.5,17032.8,17032.8,Sí,Sí,Propietat sense hipoteca,Sí,301.14,,,No,No,No,Amb molta dificultat,3.0,4.0,2.0,0.0,0,1
8850,5,2,7.0,1.5,33641.8,33641.8,No,No,Propietat sense hipoteca,Sí,376.39,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
8851,4,2,7.0,1.5,34583.0,34583.0,No,No,Propietat sense hipoteca,No,312.81,,,No,No,No,Amb molta dificultat,4.0,1.0,,1.0,0,1
8852,5,2,7.0,1.5,32963.9,32963.9,No,No,Propietat sense hipoteca,Sí,347.81,,,No,No,Sí,Amb certa facilitat,3.0,4.0,4.0,0.0,0,0
8853,4,1,6.0,1.0,33798.8,33798.8,No,No,Propietat sense hipoteca,Sí,294.89,,,No,No,Sí,Amb certa facilitat,3.0,1.0,,0.0,0,0
8854,5,1,2.0,1.0,25632.6,25632.6,No,No,Propietat sense hipoteca,Sí,233.64,,,No,No,Sí,Amb facilitat,2.0,5.0,,0.0,0,0
8857,6,1,2.0,1.0,16029.2,16029.2,No,No,Lloguer inferior al mercat,Sí,600.33,,No,No,No,No,Amb certa facilitat,3.0,4.0,,0.0,0,0
8858,5,3,11.0,1.8,55105.35,55105.35,No,No,Lloguer a preu de mercat,Sí,1003.64,,No,Sí,No,No,Amb certa facilitat,2.0,1.0,,0.0,1,1
8859,4,2,10.0,1.3,16123.9,16123.9,No,Sí,Lloguer inferior al mercat,No,851.02,,Sí,No,Sí,No,Amb molta dificultat,3.0,4.0,,1.0,1,1
8860,6,1,5.0,1.0,27919.7,27919.7,No,No,Propietat sense hipoteca,Sí,114.93,,,No,No,No,Amb facilitat,3.0,1.0,,0.0,0,0
8861,5,3,11.0,2.0,25724.26,25724.26,No,Sí,Lloguer a preu de mercat,No,898.64,,No,No,No,No,Amb dificultat,,5.0,,1.0,0,1
8862,6,1,6.0,1.0,31445.73,31445.73,No,No,Propietat amb hipoteca,No,583.55,,No,No,No,No,Amb dificultat,2.0,5.0,,1.0,0,1
8865,5,2,8.0,1.5,52460.8,52460.8,No,No,Propietat amb hipoteca,Sí,407.6,680.0,No,No,No,Sí,Amb certa facilitat,4.0,4.0,5.0,0.0,0,0
8866,5,2,7.0,1.5,58474.3,58474.3,No,No,Propietat sense hipoteca,Sí,389.9,,,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,0
8867,6,2,8.0,1.5,66615.6,66615.6,No,No,Lloguer a preu de mercat,Sí,1387.6,,No,No,No,No,Amb certa facilitat,6.0,4.0,,0.0,0,0
8868,3,1,5.0,1.0,40432.3,40432.3,No,No,Lloguer a preu de mercat,Sí,757.03,,No,No,No,Sí,Amb certa facilitat,,4.0,,0.0,0,0
8869,5,2,8.0,1.5,37719.16,37719.16,No,No,Propietat amb hipoteca,Sí,681.45,470.0,No,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
8870,5,5,13.0,2.6,47989.17,47989.17,No,No,Propietat sense hipoteca,Sí,242.21,,,No,Sí,Sí,Amb certa dificultat,4.0,1.0,,0.0,0,0
8871,6,2,8.0,1.5,22757.7,22757.7,No,No,Lloguer a preu de mercat,Sí,835.45,,No,Sí,No,No,Amb molta dificultat,5.0,4.0,,0.0,1,1
8872,4,2,8.0,1.5,33432.3,33432.3,No,No,Propietat sense hipoteca,Sí,299.89,,,No,No,No,Amb certa dificultat,4.0,5.0,,0.0,0,0
8873,4,2,8.0,1.5,29085.2,29085.2,No,No,Propietat sense hipoteca,Sí,178.22,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
8876,4,2,7.0,1.5,34857.6,34857.6,No,No,Propietat sense hipoteca,Sí,289.27,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
8877,5,2,7.0,1.5,21687.07,21687.07,No,No,Propietat sense hipoteca,Sí,267.44,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
8878,5,1,5.0,1.0,11960.9,11960.9,Sí,No,Propietat sense hipoteca,No,177.07,,,No,Sí,Sí,Amb certa dificultat,3.0,4.0,2.0,1.0,0,1
8879,5,2,7.0,1.5,21535.4,21535.4,No,No,Propietat sense hipoteca,Sí,312.39,,,No,No,Sí,Amb facilitat,3.0,4.0,2.0,0.0,0,0
8880,5,1,2.0,1.0,23821.2,23821.2,No,No,Propietat sense hipoteca,Sí,132.39,,,No,No,Sí,Amb certa facilitat,1.0,5.0,,0.0,0,0
8881,5,3,9.0,2.0,65855.67,65855.67,No,No,Propietat sense hipoteca,Sí,260.09,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
8882,6,3,11.0,2.0,35269.5,35269.5,No,No,Propietat amb hipoteca,Sí,793.69,825.0,No,No,No,No,Amb certa facilitat,3.0,1.0,,0.0,0,0
8884,4,2,8.0,1.5,39921.1,39921.1,No,No,Lloguer inferior al mercat,No,240.64,,No,No,No,No,Amb dificultat,3.0,4.0,,1.0,0,1
8885,4,3,11.0,2.0,52090.0,52090.0,No,No,Propietat amb hipoteca,Sí,597.31,710.0,Sí,No,No,No,Amb dificultat,2.0,1.0,,0.0,1,1
8887,6,3,9.0,2.0,29341.4,29341.4,No,Sí,Propietat sense hipoteca,No,272.43,,,No,No,No,Amb molta dificultat,2.0,4.0,2.0,1.0,0,1
8888,4,2,7.0,1.5,33479.3,33479.3,No,No,Propietat sense hipoteca,No,253.81,,,No,No,Sí,Amb certa dificultat,2.0,1.0,,1.0,0,1
8890,5,1,2.0,1.0,28660.6,28660.6,No,No,Propietat sense hipoteca,Sí,155.22,,,No,No,Sí,Amb facilitat,3.0,4.0,1.0,0.0,0,0
8891,5,4,12.0,2.3,32876.4,32876.4,No,No,Propietat amb hipoteca,Sí,618.14,645.0,No,No,No,No,Amb certa facilitat,3.0,4.0,2.0,0.0,0,0
8892,6,3,11.0,2.0,38040.99,38040.99,No,No,Lloguer a preu de mercat,No,944.35,,No,No,No,No,Amb certa facilitat,3.0,5.0,,1.0,0,1
8893,5,3,10.0,1.6,14260.3,14260.3,Sí,No,Propietat sense hipoteca,Sí,231.14,,,No,No,Sí,Amb molta dificultat,2.0,1.0,,0.0,0,1
8894,5,2,7.0,1.5,36552.1,36552.1,No,No,Propietat sense hipoteca,Sí,242.89,,,No,No,Sí,Amb certa dificultat,3.0,5.0,,0.0,0,0
8895,5,2,8.0,1.5,30760.87,30760.87,No,No,Propietat sense hipoteca,Sí,205.91,,,No,No,Sí,Amb facilitat,3.0,1.0,,0.0,0,0
8897,5,3,10.0,1.6,21664.0,21664.0,No,No,Propietat amb hipoteca,No,668.1,500.0,No,No,No,No,Amb dificultat,2.0,2.0,,1.0,0,1
8898,4,2,7.0,1.5,39550.37,39550.37,No,No,Propietat sense hipoteca,Sí,261.84,,,No,Sí,No,Amb certa dificultat,5.0,4.0,2.0,0.0,0,0
8899,5,1,3.0,1.0,13676.17,13676.17,No,No,Propietat sense hipoteca,Sí,226.51,,,No,No,Sí,Amb facilitat,6.0,5.0,,0.0,0,0
8900,3,2,7.0,1.5,22292.3,22292.3,No,No,Propietat sense hipoteca,Sí,422.6,,,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
8902,5,4,12.0,2.3,85319.4,85319.4,No,No,Lloguer a preu de mercat,Sí,1388.23,,No,No,No,Sí,Amb certa dificultat,4.0,4.0,,0.0,0,0
8903,6,3,11.0,2.0,70059.87,70059.87,No,No,Propietat amb hipoteca,Sí,918.28,1215.0,No,No,No,No,Amb certa facilitat,5.0,5.0,,0.0,0,0
