id_llar,pes_llar,membres_llar,tipus_llar,unitats_consum,renda_total,renda_pobresa,risc_pobresa,carencia_material,regim_tinenca,temperatura_adequada,despeses_habitatge,quota_hipotecaria,retards_hipoteca_lloguer,retards_factures,bo_social,afrontar_imprevistos,arribar_final_mes,any_construccio,millores_energetiques,rao_no_millora,no_temperatura_adequada,te_retards,vulnerabilitat_basica
8904,5,3,10.0,2.0,8772.9,8772.9,Sí,No,Cessió gratuïta,Sí,459.39,,,No,No,No,Amb certa facilitat,5.0,99.0,,0.0,0,1
8905,6,3,11.0,1.8,28051.5,28051.5,No,No,Propietat amb hipoteca,Sí,476.56,435.0,No,No,No,No,Amb certa dificultat,5.0,4.0,2.0,0.0,0,0
8907,4,2,8.0,1.5,56898.7,56898.7,No,No,Propietat amb hipoteca,Sí,475.93,440.0,No,No,No,Sí,Amb facilitat,5.0,1.0,,0.0,0,0
8908,3,3,9.0,2.0,66888.8,66888.8,No,No,Propietat sense hipoteca,Sí,354.6,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
8909,5,2,7.0,1.5,42592.0,42592.0,No,No,Propietat sense hipoteca,Sí,507.05,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
8910,6,3,11.0,2.0,33381.7,33381.7,No,No,Propietat amb hipoteca,No,653.22,830.0,No,No,No,Sí,Amb molta dificultat,4.0,5.0,,1.0,0,1
8911,5,3,9.0,2.0,55953.15,55953.15,No,No,Propietat sense hipoteca,Sí,235.42,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
8912,5,2,7.0,1.5,149846.77,149846.77,No,No,Propietat sense hipoteca,Sí,302.03,,,No,No,Sí,Amb certa dificultat,4.0,1.0,,0.0,0,0
8913,6,4,12.0,2.5,109544.4,109544.4,No,No,Propietat sense hipoteca,Sí,315.93,,,No,No,Sí,Amb certa facilitat,4.0,4.0,2.0,0.0,0,0
8915,5,3,10.0,1.8,38103.8,38103.8,No,No,Lloguer inferior al mercat,Sí,856.14,,No,No,No,Sí,Amb certa facilitat,3.0,4.0,,0.0,0,0
8916,5,3,9.0,2.0,38675.1,38675.1,No,No,Propietat sense hipoteca,Sí,264.31,,,No,No,Sí,Amb certa dificultat,4.0,5.0,,0.0,0,0
8917,5,3,9.0,2.0,44253.57,44253.57,No,No,Propietat sense hipoteca,Sí,287.76,,,No,No,Sí,Amb facilitat,,1.0,,0.0,0,0
8918,4,2,10.0,1.5,62052.65,62052.65,No,No,Propietat amb hipoteca,Sí,1101.97,1200.0,No,No,No,Sí,Amb facilitat,5.0,2.0,,0.0,0,0
8919,5,3,11.0,1.8,52478.92,52478.92,No,No,Lloguer a preu de mercat,Sí,1812.95,,No,No,No,Sí,Amb certa facilitat,4.0,4.0,,0.0,0,0
8920,6,3,9.0,2.0,208390.07,208390.07,No,No,Propietat sense hipoteca,Sí,415.43,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
8921,6,2,7.0,1.5,56294.0,56294.0,No,No,Cessió gratuïta,Sí,468.64,,,No,No,Sí,Amb certa facilitat,4.0,4.0,,0.0,0,0
8922,5,3,9.0,2.0,251807.9,251807.9,No,No,Propietat sense hipoteca,Sí,643.22,,,No,No,Sí,Amb certa facilitat,4.0,4.0,5.0,0.0,0,0
8923,4,1,2.0,1.0,61168.1,61168.1,No,No,Lloguer a preu de mercat,Sí,1526.17,,No,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
8924,5,2,8.0,1.5,255742.0,255742.0,No,No,Lloguer a preu de mercat,Sí,1727.03,,No,No,No,Sí,Amb facilitat,3.0,1.0,,0.0,0,0
8925,5,1,3.0,1.0,35313.0,35313.0,No,No,Lloguer a preu de mercat,No,1535.52,,No,No,No,Sí,Amb certa dificultat,3.0,4.0,,1.0,0,1
8926,6,1,6.0,1.0,23418.6,23418.6,No,No,Propietat sense hipoteca,Sí,266.77,,,No,No,Sí,Amb certa facilitat,4.0,4.0,2.0,0.0,0,0
8927,4,2,7.0,1.5,66004.7,66004.7,No,No,Lloguer a preu de mercat,Sí,2093.64,,No,No,No,Sí,Amb dificultat,3.0,5.0,,0.0,0,0
8928,4,1,6.0,1.0,36955.4,36955.4,No,No,Propietat sense hipoteca,Sí,377.81,,,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,0
8929,6,4,12.0,2.1,278206.9,278206.9,No,No,Propietat amb hipoteca,Sí,1165.28,2500.0,No,No,No,Sí,Amb facilitat,4.0,1.0,,0.0,0,0
8930,5,1,6.0,1.0,24062.9,24062.9,No,No,Propietat sense hipoteca,Sí,515.52,,,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,0
8931,5,1,3.0,1.0,11166.7,11166.7,Sí,No,Lloguer a preu de mercat,Sí,1167.44,,No,No,No,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,1
8932,6,1,2.0,1.0,42791.3,42791.3,No,No,Propietat sense hipoteca,Sí,231.97,,,No,No,Sí,Amb dificultat,3.0,4.0,5.0,0.0,0,0
8933,3,4,12.0,2.1,70256.9,70256.9,No,No,Lloguer a preu de mercat,Sí,1659.66,,No,No,No,Sí,Amb certa dificultat,3.0,4.0,,0.0,0,0
8935,6,4,12.0,2.1,94875.1,94875.1,No,No,Propietat amb hipoteca,Sí,559.89,400.0,No,No,No,Sí,Amb certa facilitat,7.0,5.0,,0.0,0,0
8936,4,3,9.0,2.0,62318.47,62318.47,No,No,Propietat amb hipoteca,Sí,596.69,750.0,No,No,No,Sí,Amb certa facilitat,6.0,4.0,5.0,0.0,0,0
8937,6,3,11.0,1.8,70754.0,70754.0,No,No,Propietat amb hipoteca,Sí,538.11,687.0,No,No,No,Sí,Amb certa dificultat,7.0,5.0,,0.0,0,0
8939,6,1,2.0,1.0,32433.7,32433.7,No,No,Propietat sense hipoteca,Sí,360.33,,,No,No,Sí,Amb certa facilitat,7.0,5.0,,0.0,0,0
8940,5,2,8.0,1.5,92962.51,92962.51,No,No,Propietat amb hipoteca,Sí,1085.06,1300.0,No,No,No,Sí,Amb facilitat,8.0,,,0.0,0,0
8941,6,3,9.0,2.0,78292.0,78292.0,No,No,Propietat sense hipoteca,Sí,455.93,,,No,No,Sí,Amb certa facilitat,3.0,1.0,,0.0,0,0
8942,6,2,7.0,1.5,59147.97,59147.97,No,No,Propietat sense hipoteca,Sí,445.09,,,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,0
8943,5,1,2.0,1.0,50392.91,50392.91,No,No,Propietat amb hipoteca,Sí,783.39,979.0,No,No,No,Sí,,4.0,5.0,,0.0,0,0
8944,4,2,7.0,1.5,61005.3,61005.3,No,No,Propietat sense hipoteca,Sí,394.27,,,No,No,Sí,Amb certa facilitat,4.0,1.0,,0.0,0,0
8945,5,3,11.0,1.8,30283.8,30283.8,No,No,Propietat sense hipoteca,Sí,476.77,,,No,No,Sí,Amb facilitat,4.0,4.0,2.0,0.0,0,0
8946,6,4,12.0,2.5,94160.6,94160.6,No,No,Propietat sense hipoteca,Sí,511.56,,,No,No,Sí,Amb certa facilitat,4.0,4.0,2.0,0.0,0,0
8947,4,4,12.0,2.3,48792.5,48792.5,No,No,Propietat amb hipoteca,Sí,963.95,1149.0,No,No,No,Sí,Amb facilitat,4.0,1.0,,0.0,0,0
8948,5,4,12.0,2.5,44246.38,44246.38,No,No,Propietat amb hipoteca,Sí,676.81,691.0,No,No,No,Sí,Amb certa dificultat,4.0,4.0,4.0,0.0,0,0
8949,5,2,8.0,1.5,5205.3,5205.3,Sí,No,Lloguer a preu de mercat,Sí,1192.03,,No,No,No,No,Amb certa dificultat,,5.0,,0.0,0,1
8950,5,2,7.0,1.5,37423.8,37423.8,No,No,Propietat sense hipoteca,Sí,407.39,,,No,No,Sí,Amb certa facilitat,3.0,1.0,,0.0,0,0
8951,6,1,1.0,1.0,8484.8,8484.8,Sí,No,Cessió gratuïta,Sí,199.84,,,No,No,Sí,Amb molta facilitat,3.0,4.0,,0.0,0,1
8952,5,2,8.0,1.5,51238.3,51238.3,No,No,Propietat sense hipoteca,Sí,280.31,,,No,No,Sí,Amb certa facilitat,5.0,4.0,2.0,0.0,0,0
8953,6,2,7.0,1.5,25633.35,25633.35,No,No,Lloguer inferior al mercat,Sí,293.39,,No,No,No,No,Amb dificultat,5.0,5.0,,0.0,0,0
8954,5,6,13.0,2.7,21469.6,21469.6,Sí,No,Lloguer inferior al mercat,No,536.02,,No,No,Sí,No,Amb certa facilitat,5.0,4.0,,1.0,0,1
8955,6,3,9.0,2.0,57136.6,57136.6,No,No,Propietat sense hipoteca,Sí,579.79,,,No,No,No,Amb certa dificultat,5.0,4.0,5.0,0.0,0,0
8956,5,1,6.0,1.0,20128.3,20128.3,No,No,Lloguer inferior al mercat,Sí,,,No,No,No,No,Amb certa dificultat,7.0,5.0,,0.0,0,0
8957,5,3,11.0,2.0,31941.6,31941.6,No,No,Lloguer a preu de mercat,Sí,730.78,,No,No,No,No,Amb certa facilitat,5.0,4.0,,0.0,0,0
8959,4,2,8.0,1.5,29094.4,29094.4,No,No,Lloguer inferior al mercat,Sí,772.28,,Sí,No,No,No,Amb certa dificultat,3.0,3.0,,0.0,1,1
8960,4,3,11.0,1.8,42530.1,42530.1,No,No,Propietat amb hipoteca,Sí,669.16,440.0,No,No,No,Sí,Amb certa dificultat,,5.0,,0.0,0,0
8961,6,1,6.0,1.0,19377.07,19377.07,No,No,Propietat sense hipoteca,Sí,261.84,,,No,No,No,Amb certa facilitat,3.0,4.0,2.0,0.0,0,0
8962,5,1,5.0,1.0,20045.8,20045.8,No,No,Propietat sense hipoteca,Sí,212.52,,,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,0
8963,5,2,10.0,1.3,19781.4,19781.4,No,No,Propietat sense hipoteca,Sí,219.64,,,No,No,No,Amb molta dificultat,5.0,5.0,,0.0,0,0
8966,6,2,8.0,1.5,21579.5,21579.5,No,Sí,Lloguer inferior al mercat,No,507.02,,Sí,No,Sí,No,Amb dificultat,3.0,4.0,,1.0,1,1
8967,6,4,14.0,2.5,71626.95,71626.95,No,No,Propietat sense hipoteca,No,128.43,,,No,No,Sí,Amb certa facilitat,2.0,4.0,2.0,1.0,0,1
8968,6,3,11.0,2.0,51551.4,51551.4,No,No,Propietat sense hipoteca,Sí,273.64,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
8970,5,2,8.0,1.5,25038.61,25038.61,No,No,Propietat amb hipoteca,Sí,377.26,979.0,No,No,No,Sí,Amb certa facilitat,1.0,4.0,4.0,0.0,0,0
8972,5,3,11.0,1.8,52640.1,52640.1,No,Sí,Propietat amb hipoteca,No,574.27,460.0,No,No,No,No,Amb molta dificultat,,1.0,,1.0,0,1
8973,4,2,8.0,1.5,20381.6,20381.6,No,No,Propietat amb hipoteca,Sí,365.44,450.0,No,No,No,No,Amb certa dificultat,3.0,4.0,2.0,0.0,0,0
8974,5,4,12.0,2.3,35590.9,35590.9,No,Sí,Propietat sense hipoteca,No,303.37,,,Sí,No,No,Amb molta dificultat,3.0,4.0,2.0,1.0,1,1
8975,5,4,10.0,2.3,46161.2,46161.2,No,No,Propietat amb hipoteca,Sí,306.77,496.0,Sí,No,No,Sí,Amb certa facilitat,3.0,1.0,,0.0,1,1
8976,4,1,2.0,1.0,32928.3,32928.3,No,No,Propietat amb hipoteca,Sí,446.97,310.0,No,No,No,No,Amb dificultat,4.0,5.0,,0.0,0,0
8977,3,2,8.0,1.5,30217.58,30217.58,No,Sí,Lloguer a preu de mercat,No,,,No,No,No,No,Amb molta dificultat,,1.0,,1.0,0,1
8978,3,4,12.0,2.1,41889.6,41889.6,No,No,Propietat amb hipoteca,Sí,462.81,345.0,No,No,No,Sí,Amb facilitat,4.0,4.0,5.0,0.0,0,0
8979,6,4,12.0,2.1,33072.6,33072.6,No,No,Propietat sense hipoteca,Sí,314.27,,No,No,No,No,Amb certa dificultat,3.0,4.0,2.0,0.0,0,0
8980,4,2,7.0,1.5,33990.7,33990.7,No,No,Propietat sense hipoteca,Sí,219.06,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
8981,5,2,7.0,1.5,46673.1,46673.1,No,No,Propietat sense hipoteca,Sí,283.22,,,No,No,Sí,Amb dificultat,4.0,5.0,,0.0,0,0
8982,6,3,10.0,2.0,30069.76,30069.76,No,No,Propietat sense hipoteca,Sí,331.27,,,No,No,Sí,Amb certa facilitat,4.0,4.0,5.0,0.0,0,0
8983,4,2,7.0,1.5,28898.0,28898.0,No,No,Propietat sense hipoteca,Sí,332.44,,,No,No,No,Amb facilitat,4.0,5.0,,0.0,0,0
8985,5,3,11.0,2.0,42129.1,42129.1,No,Sí,Propietat sense hipoteca,No,332.77,,,No,No,No,Amb certa facilitat,4.0,5.0,,1.0,0,1
8986,5,1,6.0,1.0,13797.9,13797.9,No,No,Propietat sense hipoteca,No,297.15,,,No,No,No,Amb certa dificultat,4.0,5.0,,1.0,0,1
8989,5,3,11.0,2.0,80648.3,80648.3,No,No,Propietat sense hipoteca,Sí,271.35,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
8990,6,4,12.0,2.3,37194.33,37194.33,No,No,Propietat amb hipoteca,Sí,397.43,460.0,No,No,No,No,Amb certa dificultat,5.0,4.0,2.0,0.0,0,0
8991,5,3,11.0,1.8,55374.1,55374.1,No,No,Propietat amb hipoteca,Sí,555.68,305.0,No,No,No,Sí,Amb facilitat,6.0,4.0,2.0,0.0,0,0
8993,4,1,5.0,1.0,15365.8,15365.8,No,No,Propietat amb hipoteca,No,336.6,352.0,No,No,No,No,Amb dificultat,,4.0,2.0,1.0,0,1
8995,4,2,8.0,1.5,37766.4,37766.4,No,No,Propietat sense hipoteca,Sí,226.85,,,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
8996,6,4,12.0,2.1,47208.5,47208.5,No,No,Propietat amb hipoteca,Sí,867.0,950.0,No,No,No,No,Amb dificultat,3.0,1.0,,0.0,0,0
8997,6,3,11.0,1.8,43782.78,43782.78,No,No,Propietat amb hipoteca,No,576.41,450.0,No,No,No,Sí,Amb certa dificultat,6.0,4.0,2.0,1.0,0,1
8998,3,2,10.0,1.5,7317.65,7317.65,Sí,Sí,Lloguer inferior al mercat,No,351.64,,No,No,No,No,Amb molta dificultat,5.0,5.0,,1.0,0,1
8999,5,3,11.0,2.0,26020.6,26020.6,No,No,Propietat sense hipoteca,Sí,207.02,,,No,No,Sí,Amb facilitat,5.0,2.0,,0.0,0,0
9000,3,4,12.0,2.3,44142.1,44142.1,No,No,Propietat sense hipoteca,Sí,313.22,,,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
9002,5,1,3.0,1.0,15400.9,15400.9,No,No,Propietat sense hipoteca,Sí,256.56,,,No,No,Sí,Amb certa facilitat,4.0,4.0,5.0,0.0,0,0
9003,5,4,14.0,2.5,67141.0,67141.0,No,No,Propietat sense hipoteca,Sí,237.9,,,No,No,Sí,Amb certa facilitat,4.0,2.0,,0.0,0,0
9004,4,3,9.0,2.0,50007.6,50007.6,No,No,Propietat sense hipoteca,Sí,254.27,,,No,No,Sí,Amb certa dificultat,4.0,4.0,2.0,0.0,0,0
9005,4,2,7.0,1.5,29956.0,29956.0,No,No,Propietat amb hipoteca,No,285.43,350.0,No,No,No,Sí,Amb dificultat,4.0,4.0,2.0,1.0,0,1
9006,3,2,8.0,1.5,55682.0,55682.0,No,No,Propietat sense hipoteca,Sí,258.31,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
9007,4,4,14.0,2.5,37831.1,37831.1,No,No,Propietat amb hipoteca,Sí,545.31,600.0,No,No,No,No,Amb certa dificultat,4.0,5.0,,0.0,0,0
9008,6,5,13.0,3.0,50544.8,50544.8,No,No,Propietat amb hipoteca,Sí,1140.72,700.0,No,No,Sí,No,Amb certa dificultat,5.0,4.0,2.0,0.0,0,0
9010,5,2,7.0,1.5,56421.58,56421.58,No,No,Propietat amb hipoteca,Sí,280.52,480.0,No,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
9011,6,4,10.0,2.1,23730.5,23730.5,Sí,No,Propietat sense hipoteca,Sí,416.97,,,No,Sí,No,Amb molta dificultat,5.0,5.0,,0.0,0,1
9012,4,1,2.0,1.0,31019.7,31019.7,No,Sí,Propietat amb hipoteca,No,519.53,500.0,No,No,No,No,Amb molta dificultat,5.0,4.0,2.0,1.0,0,1
9014,3,2,8.0,1.5,32964.2,32964.2,No,Sí,Propietat amb hipoteca,No,812.97,668.0,No,No,No,No,Amb dificultat,5.0,4.0,2.0,1.0,0,1
9015,6,4,12.0,2.1,142128.8,142128.8,No,No,Propietat amb hipoteca,Sí,958.78,1900.0,No,No,No,Sí,Amb molta facilitat,8.0,,,0.0,0,0
9016,5,3,11.0,2.0,45878.0,45878.0,No,No,Propietat amb hipoteca,Sí,646.35,604.0,No,No,No,Sí,Amb certa facilitat,6.0,1.0,,0.0,0,0
9017,5,3,11.0,1.8,58775.7,58775.7,No,No,Propietat amb hipoteca,Sí,312.68,500.0,No,No,No,Sí,Amb certa facilitat,5.0,4.0,5.0,0.0,0,0
9018,5,2,10.0,1.5,17454.2,17454.2,Sí,No,Propietat sense hipoteca,No,216.97,,,No,No,No,Amb facilitat,4.0,4.0,2.0,1.0,0,1
9019,3,1,5.0,1.0,21746.0,21746.0,No,No,Propietat sense hipoteca,Sí,228.64,,,No,No,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,0
9020,5,3,10.0,2.0,27491.7,27491.7,No,No,Propietat amb hipoteca,Sí,395.35,416.0,No,No,No,No,Amb dificultat,5.0,5.0,,0.0,0,0
9021,4,4,12.0,2.3,45408.5,45408.5,No,No,Propietat amb hipoteca,Sí,723.85,710.0,No,No,No,No,Amb certa dificultat,5.0,4.0,2.0,0.0,0,0
9022,4,5,14.0,2.8,61102.06,61102.06,No,No,Propietat sense hipoteca,Sí,301.14,,,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
9023,3,4,9.0,2.5,38638.2,38638.2,No,No,Lloguer a preu de mercat,Sí,870.02,,No,No,No,No,Amb certa dificultat,5.0,4.0,,0.0,0,0
9024,5,3,9.0,2.0,30925.0,30925.0,No,No,Propietat sense hipoteca,Sí,380.72,,,No,No,No,Amb certa dificultat,5.0,5.0,,0.0,0,0
9025,5,4,12.0,2.1,49548.1,49548.1,No,No,Propietat sense hipoteca,Sí,308.02,,,No,No,Sí,Amb certa dificultat,5.0,4.0,2.0,0.0,0,0
9026,3,4,14.0,2.5,58104.4,58104.4,No,No,Propietat sense hipoteca,Sí,366.97,,,No,No,Sí,Amb facilitat,3.0,1.0,,0.0,0,0
9028,4,3,10.0,1.6,49489.13,49489.13,No,No,Propietat amb hipoteca,Sí,433.31,180.0,No,No,Sí,No,Amb dificultat,3.0,4.0,2.0,0.0,0,0
9029,6,6,14.0,3.3,93290.4,93290.4,No,No,Propietat amb hipoteca,Sí,519.75,,No,No,No,Sí,Amb facilitat,4.0,,,0.0,0,0
9030,4,3,9.0,2.0,49912.0,49912.0,No,No,Propietat sense hipoteca,Sí,246.06,,,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,0
9031,5,2,7.0,1.5,58393.4,58393.4,No,No,Propietat sense hipoteca,Sí,424.14,,,No,No,No,Amb facilitat,3.0,5.0,,0.0,0,0
9032,4,2,10.0,1.3,16810.9,16810.9,No,No,Cessió gratuïta,Sí,165.99,,,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,0
9033,6,3,9.0,2.0,84467.1,84467.1,No,No,Propietat sense hipoteca,Sí,259.06,,,No,No,Sí,Amb molta facilitat,3.0,5.0,,0.0,0,0
9034,3,5,9.0,3.0,74863.8,74863.8,No,No,Propietat amb hipoteca,Sí,515.77,831.0,No,No,No,No,Amb dificultat,3.0,2.0,,0.0,0,0
9035,6,5,9.0,3.0,86924.16,86924.16,No,No,Propietat amb hipoteca,Sí,632.75,466.0,No,No,No,Sí,Amb certa facilitat,3.0,4.0,2.0,0.0,0,0
9036,6,4,12.0,2.5,45889.3,45889.3,No,No,Cessió gratuïta,Sí,286.19,,,No,No,Sí,Amb certa facilitat,3.0,4.0,,0.0,0,0
9037,5,2,8.0,1.5,31062.3,31062.3,No,No,Propietat sense hipoteca,No,185.42,,,No,No,Sí,Amb facilitat,,4.0,5.0,1.0,0,1
9038,5,1,6.0,1.0,34892.6,34892.6,No,No,Propietat sense hipoteca,Sí,320.18,,,No,No,Sí,Amb certa facilitat,3.0,4.0,5.0,0.0,0,0
9040,5,3,9.0,2.0,37181.4,37181.4,No,No,Propietat sense hipoteca,Sí,286.97,,,No,No,No,Amb certa dificultat,3.0,1.0,,0.0,0,0
9041,4,1,2.0,1.0,16041.4,16041.4,No,No,Propietat sense hipoteca,No,213.56,,,No,No,No,Amb dificultat,3.0,2.0,,1.0,0,1
9042,6,3,9.0,2.0,60369.8,60369.8,No,No,Propietat sense hipoteca,Sí,226.49,,,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,0
9043,3,3,11.0,1.8,36105.8,36105.8,No,Sí,Lloguer a preu de mercat,No,1193.02,,No,No,No,No,Amb molta dificultat,4.0,4.0,,1.0,0,1
9044,3,2,7.0,1.5,34675.4,34675.4,No,No,Propietat sense hipoteca,Sí,261.97,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
9045,4,3,9.0,2.0,55500.0,55500.0,No,Sí,Propietat amb hipoteca,Sí,336.39,125.0,Sí,No,Sí,No,Amb molta dificultat,,5.0,,0.0,1,1
9046,6,3,9.0,2.0,31438.17,31438.17,No,No,Propietat sense hipoteca,Sí,241.35,,,No,No,Sí,Amb certa dificultat,3.0,1.0,,0.0,0,0
9047,4,3,11.0,2.0,32604.2,32604.2,No,No,Propietat amb hipoteca,Sí,426.73,900.0,No,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
9048,6,2,8.0,1.5,45019.37,45019.37,No,No,Propietat amb hipoteca,Sí,667.45,700.0,No,No,No,Sí,Amb certa facilitat,2.0,4.0,4.0,0.0,0,0
9049,3,2,7.0,1.5,28766.7,28766.7,No,No,Propietat sense hipoteca,Sí,273.43,,,No,No,Sí,Amb certa facilitat,3.0,4.0,5.0,0.0,0,0
9050,3,1,2.0,1.0,38229.5,38229.5,No,No,Propietat amb hipoteca,Sí,331.4,600.0,No,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
9052,6,1,6.0,1.0,12004.3,12004.3,Sí,No,Propietat sense hipoteca,Sí,165.1,,,No,Sí,Sí,Amb facilitat,4.0,1.0,,0.0,0,1
9053,6,1,3.0,1.0,22651.3,22651.3,No,No,Propietat sense hipoteca,Sí,240.31,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
9054,5,2,7.0,1.5,21376.57,21376.57,No,No,Propietat sense hipoteca,No,198.31,,,No,No,Sí,Amb facilitat,3.0,2.0,,1.0,0,1
9055,4,3,9.0,2.0,44731.47,44731.47,No,No,Propietat sense hipoteca,Sí,181.21,,,No,No,Sí,Amb certa facilitat,3.0,2.0,,0.0,0,0
9056,5,3,11.0,1.8,52012.8,52012.8,No,No,Propietat amb hipoteca,Sí,608.58,1100.0,No,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
9059,6,1,3.0,1.0,33904.0,33904.0,No,No,Propietat sense hipoteca,Sí,306.14,,,No,No,Sí,Amb molta facilitat,4.0,5.0,,0.0,0,0
9060,6,4,9.0,2.5,118194.68,118194.68,No,No,Propietat sense hipoteca,Sí,598.02,,,No,No,Sí,Amb certa facilitat,4.0,4.0,,0.0,0,0
9062,5,3,11.0,2.0,54975.11,54975.11,No,No,Propietat sense hipoteca,Sí,256.49,,,No,No,No,Amb facilitat,4.0,5.0,,0.0,0,0
9063,5,1,5.0,1.0,113982.0,113982.0,No,Sí,Propietat sense hipoteca,No,325.77,,,No,No,No,Amb certa dificultat,7.0,1.0,,1.0,0,1
9064,6,3,9.0,2.0,12712.2,12712.2,Sí,No,Propietat sense hipoteca,Sí,361.63,,,No,No,Sí,Amb certa facilitat,5.0,,,0.0,0,1
9065,5,2,10.0,1.5,32970.6,32970.6,No,No,Propietat sense hipoteca,Sí,265.08,,,No,Sí,Sí,Amb certa dificultat,4.0,1.0,,0.0,0,0
9066,4,2,7.0,1.5,26421.2,26421.2,No,No,Propietat amb hipoteca,Sí,354.89,160.0,No,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
9067,6,4,14.0,2.5,57681.9,57681.9,No,No,Propietat sense hipoteca,Sí,333.53,,,No,No,Sí,Amb facilitat,5.0,4.0,2.0,0.0,0,0
9068,3,2,8.0,1.5,34162.7,34162.7,No,No,Propietat sense hipoteca,Sí,320.47,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
9069,6,2,8.0,1.5,44419.5,44419.5,No,No,Propietat sense hipoteca,Sí,359.43,,,No,No,Sí,Amb certa facilitat,4.0,3.0,,0.0,0,0
9070,4,2,8.0,1.5,36714.8,36714.8,No,No,Propietat amb hipoteca,Sí,313.45,540.0,No,No,No,Sí,Amb certa facilitat,5.0,4.0,2.0,0.0,0,0
9071,6,2,7.0,1.5,39840.1,39840.1,No,No,Lloguer a preu de mercat,Sí,1103.47,,No,No,No,No,Amb molta dificultat,3.0,5.0,,0.0,0,0
9072,5,1,5.0,1.0,29696.1,29696.1,No,No,Lloguer a preu de mercat,Sí,867.03,,No,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
9074,6,2,8.0,1.5,26907.9,26907.9,No,No,Propietat sense hipoteca,No,287.6,,,No,No,No,Amb dificultat,3.0,4.0,2.0,1.0,0,1
9075,3,1,6.0,1.0,814.04,814.04,Sí,No,Propietat sense hipoteca,Sí,229.89,,,No,No,Sí,Amb molta facilitat,4.0,4.0,1.0,0.0,0,1
9076,4,3,9.0,2.0,46647.7,46647.7,No,No,Lloguer inferior al mercat,Sí,766.14,,No,No,No,No,Amb dificultat,2.0,4.0,,0.0,0,0
9077,4,1,5.0,1.0,10325.4,10325.4,Sí,No,Propietat sense hipoteca,Sí,244.68,,,No,Sí,Sí,Amb dificultat,3.0,4.0,2.0,0.0,0,1
9078,5,1,3.0,1.0,45852.55,45852.55,No,No,Propietat sense hipoteca,Sí,318.64,,,No,No,Sí,Amb certa dificultat,7.0,1.0,,0.0,0,0
9079,5,2,7.0,1.5,44009.8,44009.8,No,No,Propietat sense hipoteca,Sí,463.62,,,No,No,Sí,Amb facilitat,4.0,,,0.0,0,0
9080,5,3,9.0,2.0,64397.5,64397.5,No,No,Propietat sense hipoteca,Sí,389.13,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
9081,5,1,2.0,1.0,34262.2,34262.2,No,No,Cessió gratuïta,Sí,111.97,,,No,No,Sí,Amb certa dificultat,3.0,4.0,,0.0,0,0
9082,6,2,7.0,1.5,33441.8,33441.8,No,No,Propietat sense hipoteca,No,262.78,,,No,No,No,Amb certa dificultat,1.0,4.0,2.0,1.0,0,1
9083,3,2,7.0,1.5,30391.5,30391.5,No,No,Propietat sense hipoteca,Sí,317.37,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
9084,5,1,3.0,1.0,25437.3,25437.3,No,No,Propietat sense hipoteca,Sí,487.99,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
9085,6,2,7.0,1.5,54501.1,54501.1,No,No,Propietat amb hipoteca,Sí,554.79,960.0,No,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
